Country,adaptation_doc,name,subsector_name,title
Vietnam,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,Strengthening research and monitoring capacity for climate change; updating climate change and sea level rise scenarios; consolidating and renovating the hydro meteorological observation network towards integration and automation; (18)
Vietnam,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster preparedness,Conducting natural disaster prevention and control in rural areas; supporting residents in areas that are prone to floods and landslides; formulating plans to relocate and resettle residents in areas frequently hit by floods and typhoons and areas prone to flash floods and landslides (18)
Vietnam,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster preparedness,"Proactively undertaking natural disaster prevention, control and mitigation, focusing on areas vulnerable to natural disasters; improving the capacity of search, rescue and disease prevention; implementing flood prevention planning in the Day and Hong-Thai Binh River systems; protecting flood drainage spaces in the basins of the Red -Thai Binh River, Mekong, Cau, Nhue-Day, Dong Nai, and Saigon Rivers and other major rivers; constructing drainage works; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster preparedness,"Deploying a school safety framework aimed at improving natural disaster prevention and mitigation as well as resilience to climate change, enhancing education on natural disaster prevention and control, disaster risk reduction and climate change adaptation in schools (20)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,Conducting natural disaster prevention and control in rural areas; supporting residents in areas that are prone to floods and landslides; formulating plans to relocate and resettle residents in areas frequently hit by floods and typhoons and areas prone to flash floods and landslides (18)
Vietnam,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,Strengthening research and monitoring capacity for climate change; updating climate change and sea level rise scenarios; consolidating and renovating the hydro meteorological observation network towards integration and automation; (18)
Vietnam,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,Improving natural disaster forecast and warning capacity; strengthening forecast and warning capacity for diseases under climate change conditions (18)
Vietnam,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Increase public-private partnership and business investment in climate adaptation (30).
Vietnam,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Enhance M&E of public investments (30).
Vietnam,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Improve planning and budgeting to ensure that climate change targets are aligned with the budget for climate change adaptation and mitigation in the Socio-Economic Development Plans for the 2021-2025 and 2026- 2030 periods; (26)
Vietnam,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Issue preferential policies and other incentive policies to create favourable conditions for enterprises to regain investment capital on climate change adaptation activities. (26)
Vietnam,Updated First Nationally Determined Contribution (NDC),Education,Education: General,"Enhancing knowledge dissemination, improving adaptive capacity, ensuring livelihoods for people in areas at seriously high risk of climate change impacts as well as in areas frequently affected by natural disasters; raising community awareness and enhancing community-based disaster risk management; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Education,Education: General,Increase dissemination of information about climate adaptation and mitigation (30).
Vietnam,Updated First Nationally Determined Contribution (NDC),Education,Education: General,Raising awareness through education and information dissemination to respond to climate change in different sectors; (19)
Vietnam,Updated First Nationally Determined Contribution (NDC),Education,Education: General,"Deploying a school safety framework aimed at improving natural disaster prevention and mitigation as well as resilience to climate change, enhancing education on natural disaster prevention and control, disaster risk reduction and climate change adaptation in schools (20)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Education,Education: General,"Develop and implement training and re-training programmes for officials on climate change; develop training curricula, update knowledge on climate change; communicate and raise awareness about climate change. (27)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Education,Education: General,Enhancing analytical and risk mapping capabilities using socio-economic and multi-dimensional child poverty indicators; (19)
Vietnam,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,Improving natural disaster forecast and warning capacity; strengthening forecast and warning capacity for diseases under climate change conditions (18)
Vietnam,Updated First Nationally Determined Contribution (NDC),LULUCF/Forestry,Sustainable forest management,"Implementing the target programme for sustainable forestry development for the 2016- 2020 period; conserving and enhancing forest carbon stocks; protecting, restoring and planting mangrove and coastal protection forests aiming to exceed over 30% of the plan to 2020; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Social Development,Poverty reduction,Enhancing analytical and risk mapping capabilities using socio-economic and multi-dimensional child poverty indicators; (19)
Vietnam,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,"Pilot and scale-up community-based, ecosystem-based climate change adaptation models (31)."
Vietnam,Updated First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,"Implementing the Scheme on Viet Nam urban development to respond to climate change for the 2013-2020 period to proactively respond to climate change, improve, upgrade and develop urban areas; deploying the model of typhoon and flood resistant houses; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Proactively undertaking natural disaster prevention, control and mitigation, focusing on areas vulnerable to natural disasters; improving the capacity of search, rescue and disease prevention; implementing flood prevention planning in the Day and Hong-Thai Binh River systems; protecting flood drainage spaces in the basins of the Red -Thai Binh River, Mekong, Cau, Nhue-Day, Dong Nai, and Saigon Rivers and other major rivers; constructing drainage works; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Consolidating rural and irrigation infrastructure, adjusting production plans and infrastructure to adapt to and limit the negative impacts of climate change; (18)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Implementing the program to ensure safety and improve the efficiency of reservoir exploitation; repairing and improving dam safety for 34 provinces in the North, Central Coastal regions and Central Highlands; building new large reservoirs in the provinces of the Central Northern, Central Southern Coastal regions and Central Highlands; building new small reservoirs and spillway clusters in the Northern mountainous regions;(19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Repairing and upgrading irrigation systems in the Red River Delta; comp+D4leting and finalising the irrigation systems, expanding flood drainage canals and regulating sewers in the Mekong River Delta; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water management,"Developing and implementing the national water resources master plan and river basin integrated master plan, taking into account climate change; developing and implementing measures for ensuring water security in the context of climate change and continuing to enhance the implementation of the above-mentioned ongoing measures; (18)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water management,"Implementing the master plan for irrigation for the 2012-2020 period, with a vision to 2050, under the context of climate change in the Mekong River Delta, Red River Delta and Central Region; implementing the national action plan to combat desertification; (19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water supply,"Implementing the program to ensure safety and improve the efficiency of reservoir exploitation; repairing and improving dam safety for 34 provinces in the North, Central Coastal regions and Central Highlands; building new large reservoirs in the provinces of the Central Northern, Central Southern Coastal regions and Central Highlands; building new small reservoirs and spillway clusters in the Northern mountainous regions;(19)"
Vietnam,Updated First Nationally Determined Contribution (NDC),Water,Water supply,Developing and expanding clean water supply systems in rural areas; (18)
Yemen,Intended Nationally Determined Contribution (INDC),Agriculture,Climate smart agriculture,Promote agriculture drought management as well as sustainable crop and livestock management
Yemen,Intended Nationally Determined Contribution (INDC),Agriculture,Food security,The “Small Holder Agricultural Productivity Enhancement Program (SAPEP) under Global Agriculture and Food security Program (GAFSP)
Yemen,Intended Nationally Determined Contribution (INDC),Agriculture,Livestock,Rain-fed Agriculture and Livestock Project
Yemen,Intended Nationally Determined Contribution (INDC),Coastal Zone,Coastal management,Integrated Costal Zone Management
Yemen,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Capacity building and awareness raising|Institutional capacity for building resilience climate change including planning, programing, monitoring and resources mobilization|Promote and build climate resilience to reduce vulnerability in Wadis and coastal areas"
Yemen,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Capacity building and knowledge transfer,Climate Resilience of Rural Communities (CRRC) Project
Yemen,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Climate services,Climate Information System and Pilot Program for Climate Resilience (CISPPCR)- Climate services
Yemen,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Landscape management,Natural Resources Management and Rural Livelihoods
Yemen,Intended Nationally Determined Contribution (INDC),Disaster Risk Management (DRM),Early warning system,National Early warning system for natural disasters
Yemen,Intended Nationally Determined Contribution (INDC),Disaster Risk Management (DRM),Monitoring and Evaluation System,Disaster risk management including flood and drought management
Yemen,Intended Nationally Determined Contribution (INDC),Education,Education: General,Livelihoold approaches for integrating natural resources management and preservation of sensitive ecosystem
Yemen,Intended Nationally Determined Contribution (INDC),Education,Education: General,Conservation and Sustainable Use of Biodiversity
Yemen,Intended Nationally Determined Contribution (INDC),Energy,Renewable energy,Introduce and scale-up renewable energy applications to reduce rural communities' vulnerability
Yemen,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable land management,Plan and implement proper land resources management programs
Yemen,Intended Nationally Determined Contribution (INDC),Social Development,Poverty reduction,Rural Growth Program
Yemen,Intended Nationally Determined Contribution (INDC),Water,Water conservation and reuse,Promotion and scale-up of rainwater harvesting to reduce climate induced water shortage
Zambia,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Develop and implement policy incentives for farm diversification.” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Agriculture,Agroforestry,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote CSA practices through conservation agriculture, agroforestry, use of drought tolerant varieties, water use efficiency management and fertilizer use efficiency management.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote CSA practices through conservation agriculture, agroforestry, use of drought tolerant varieties, water use efficiency management and fertilizer use efficiency management.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote crop land races of cassava, maize, sorghum, finger millet, beans, cowpea and their wild relatives.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Agriculture,Fisheries and aquaculture,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote sustainable aquaculture practices through improved water management, improved feeding regimes and use of appropriate stocks.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Agriculture,Livestock,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote livestock CSA practices through: improved feed management, improved animal health, improved rangeland management and use of drought-tolerant breeds.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS): “Conduct trainings for farmers, extension and technical staff on CSA, SFM, SFA, RET, EWS and climate change planning” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS): “Conduct public awareness campaigns on climate change, CSA, SFM, SFA, RET and EWS.” (p. 9-10)"
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS): “Conduct trainings for top and middle management in relevant sectors on change management” (p. 10)"
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,Development of an insurance market against climate change induced risks: “Establish appropriate insurance schemes.” (p. 10)
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,Enhance decentralized climate information services: “Strengthen implementation of the decentralization policy.” (p. 9)
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS): “Conduct research on locally-specific adaptation scenarios in Zambia’s three Agro-ecological Regions (especially AERs I and II) (e.g., climate downscaling techniques, socio-economic scenarios, decision tools, stakeholder approaches, sector-specific tools, micro-climatic conditions and appropriate locally-specific adaptation measures, etc.)” (p. 10)"
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"Enhance decentralized climate information services: “Provide timely information to the end users and elicit quick emergency responses in face of adverse climate events that impact on the productive systems, infrastructure and health sectors.” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Landscape management,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote livestock CSA practices through: improved feed management, improved animal health, improved rangeland management and use of drought-tolerant breeds.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"Enhance decentralized climate information services: “Provide timely information to the end users and elicit quick emergency responses in face of adverse climate events that impact on the productive systems, infrastructure and health sectors.” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,Enhance decentralized climate information services: “Coordination of Early warning system information dissemination” (p. 9)
Zambia,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Institutionalize integrated land use planning: “Develop National Land Use Planning Guidelines.” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Institutionalize integrated land use planning: “Integrate land use planning into official institutions and structures to facilitate legally binding land use plans.” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Institutionalize integrated land use planning: “Improve monitoring systems for infrastructure at all administrative levels.” (p. 8-9)
Zambia,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Mainstream climate change adaptation into country development plans and strategies: “Develop guidelines for mainstreaming CC in the SeNDP.” (p. 10)
Zambia,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Mainstream climate change adaptation into country development plans and strategies: “Conduct awareness on mainstream CC in sectoral plans and strategies.” (p. 10)
Zambia,First Nationally Determined Contribution (NDC),Education,Education: General,Mainstream climate change adaptation into country development plans and strategies: “Conduct awareness on mainstream CC in sectoral plans and strategies.” (p. 10)
Zambia,First Nationally Determined Contribution (NDC),Education,Education: General,"Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS): “Disseminate research results widely.” (p. 10)"
Zambia,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Develop a National Wildlife Adaptation Strategy and ensure its implementation: “Develop a National Wildlife Adaptation Strategy.” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Develop a National Wildlife Adaptation Strategy and ensure its implementation: “Map and protect wildlife corridors and refuges” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Develop a National Wildlife Adaptation Strategy and ensure its implementation: “Promote community/public/private partnerships in the sustainable management of wildlife resources.” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Develop a National Wildlife Adaptation Strategy and ensure its implementation: “Enforce equitable benefit sharing arrangements among government, communities and the private sector in the management of wildlife resources.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Develop management plans for the three focal landscapes in 3.1 above.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Promote the protection of catchment forests in the Zambezi, Kafue and Luangwa watersheds.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Health,Awareness raising and behavior change,"Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy: “Conduct mainstreaming awareness programes.” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,"Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy: “Strengthen health surveillance at all levels” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy: “Identify entry points for mainstreaming climate change adaptation into the three policies (e.g., policy formation and revision, national planning processes, resource allocation processes, etc.)” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy: “Finalize the EH policy” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),Health,Health: General,"Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy: “Establish an inter-departmental and sectoral coordination mechanism” (p. 9)"
Zambia,First Nationally Determined Contribution (NDC),LULUCF/Forestry,Sustainable forest management,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Promote the protection of catchment forests in the Zambezi, Kafue and Luangwa watersheds.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Urban,Buildings,Institutionalize integrated land use planning: “Revise and enforce the National Construction Codes and Standards to safeguard infrastructure against climate change impacts.” (p. 8)
Zambia,First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Promote rainwater harvesting in the three focal landscapes.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Improve water storage through a network of dams and weirs.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Develop and improve water transfer infrastructure through canals and piped systems.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water management,"Guaranteed food security through diversification and promotion of Climate Smart Agricultural practices: “Promote sustainable aquaculture practices through improved water management, improved feeding regimes and use of appropriate stocks.” (p. 7)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water management,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Adopt and promote integrated water management.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water: General,"Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer: “Undertake restoration projects.” (p. 8)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water: General,"Water technologies for savings, recycling, irrigation and sustainable management: “Conduct water deficit/availability assessments in AERs I and II.” (p. 10)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water: General,"Water technologies for savings, recycling, irrigation and sustainable management: “Implement the various water technologies based on the assessment results and potential.” (p. 10)"
Zambia,First Nationally Determined Contribution (NDC),Water,Water: General,"Water technologies for savings, recycling, irrigation and sustainable management: “Establish ground and surface water monitoring systems.” (p. 10)"
Zambia,Intended Nationally Determined Contribution (INDC),Agriculture,Climate smart agriculture,"Promote climate smart agrifultural practices through conservation agriculture, agroforestry, use of drought tolerant varieties, water use efficiency management and fertilizer use efficiency management|Promote livestock CSA practices through: improved feed management, improved animal health, improved rangeland management and use of drought-tolerant breeds"
Zambia,Intended Nationally Determined Contribution (INDC),Agriculture,Climate smart agriculture,Develop and implement policy incentives for farm diversification
Zambia,Intended Nationally Determined Contribution (INDC),Agriculture,Crops,"Promote crop land races of cassava, maize, sorghum, finger millet, beans, cowpea and their wild relatives"
Zambia,Intended Nationally Determined Contribution (INDC),Agriculture,Fisheries and aquaculture,"Promote sustainable aquaculture practices through improved water management, improved feeding regimes and use of appropriate stocks"
Zambia,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS), Change management and climate change planning|"
Zambia,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Capacity building and knowledge transfer,Mainstream climate change adaptation into country development plans and strategies
Zambia,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Climate services,"Enhance decentralized climate information services for early warning and long-term projections on the effects of climate change to support sustainable management of the production systems, infrastructure development and public health"
Zambia,Intended Nationally Determined Contribution (INDC),Disaster Risk Management (DRM),Disaster relief and recovery,Development of an insurance market against climate change induced risks related to agriculture and infrastructure
Zambia,Intended Nationally Determined Contribution (INDC),Environment,Ecosystem and biodiversity,"Map and protect wildlife corridors and refuges|Promote community/public/private partnerships in the sustainable management of wildlife resources|Enforce equitable benefit sharing arrangements among government, communities and the private sector in the management of wildlife resources"
Zambia,Intended Nationally Determined Contribution (INDC),Environment,Ecosystem and biodiversity,Develop a National Wildlife Adaptation Strategy| Environmental Health (EH) Policy
Zambia,Intended Nationally Determined Contribution (INDC),Environment,Watershed and river basin management,"Promote the protection of catchment forests in the Zambezi, Kafue and Luangwa watersheds"
Zambia,Intended Nationally Determined Contribution (INDC),Health,Disease surveillance and control,Strengthen health surveillance at all levels
Zambia,Intended Nationally Determined Contribution (INDC),Health,Disease surveillance and control,National Health Policy
Zambia,Intended Nationally Determined Contribution (INDC),Urban,Sustainable urban planning,Integrate land use planning into official institutions and structures to facilitate legally binding land use plans|Revise and enforce the National Construction Codes and Standards to safeguard infrastructure against climate change impacts| Improve monitoring systems for infrastructure at all administrative levels
Zambia,Intended Nationally Determined Contribution (INDC),Urban,Sustainable urban planning,Develop National Land Use Planning Guidelines
Zambia,Intended Nationally Determined Contribution (INDC),Water,Water conservation and reuse,"Promote rainwater harvesting in the three focal landscapes|Water technologies for savings, recycling, irrigation and sustainable management for household, agriculture and industrial purposes"
Zambia,Intended Nationally Determined Contribution (INDC),Water,Water infrastructure,Improve water storage through a network of dams and weirs|Develop and improve water transfer infrastructure through canals and piped systems
Zambia,Intended Nationally Determined Contribution (INDC),Water,Water management,Adopt and promote integrated water management
Zambia,Intended Nationally Determined Contribution (INDC),Water,Water sanitation,Water and Sanitation Policy
Zambia,Updated First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"Adaptation of strategic productive systems (agriculture, wildlife, water): “Guaranteed food security through diversification and promotion of Climate Smart Agricultural (CSA) practices for crop, livestock and fisheries production including conservation of germplasm for land races and their wild relatives.” (p. 12)"
Zambia,Updated First Nationally Determined Contribution (NDC),Agriculture,Crops,"Adaptation of strategic productive systems (agriculture, wildlife, water): “Guaranteed food security through diversification and promotion of Climate Smart Agricultural (CSA) practices for crop, livestock and fisheries production including conservation of germplasm for land races and their wild relatives.” (p. 12)"
Zambia,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Enhanced capacity building, research, technology transfer and finance for adaptation: “Capacity building in Climate Smart Agriculture (CSA), Sustainable Forest Management (SFM), Sustainable Fisheries and Aquaculture (SFA), Renewable Energy Technologies (RET), and Early Warning Systems (EWS), Change management and climate change planning.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"Enhanced capacity building, research, technology transfer and finance for adaptation: “Development of an insurance market against climate change induced risks related to agriculture and infrastructure.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"Adaptation of strategic infrastructure and health systems: “Enhance decentralized climate information services for early warning and long-term projections on the effects of climate change to support sustainable management of the production systems, infrastructure development and public health.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"Adaptation of strategic infrastructure and health systems: “Enhance decentralized climate information services for early warning and long-term projections on the effects of climate change to support sustainable management of the production systems, infrastructure development and public health.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Adaptation of strategic infrastructure and health systems: “Institutionalize integrated land use planning compatible with sustainable management of natural resources and infrastructure development” (p. 13)
Zambia,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"Enhanced capacity building, research, technology transfer and finance for adaptation: “Mainstream climate change adaptation into country development plans and strategies.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Adaptation of strategic productive systems (agriculture, wildlife, water): “Develop a National Wildlife Adaptation Strategy and ensure its implementation through supportive policies, local community, civil society and private sector participation.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Environment,Environment: General,"Adaptation of strategic infrastructure and health systems: “Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Adaptation of strategic productive systems (agriculture, wildlife, water): “Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer (linked to agriculture, energy, ecological, industrial and domestic use purposes) in selected watersheds.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Health,Health: General,"Adaptation of strategic infrastructure and health systems: “Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,"Enhanced capacity building, research, technology transfer and finance for adaptation: “Water technologies for savings, recycling, irrigation and sustainable management for household, agriculture and industrial purposes.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Water,Water management,"Adaptation of strategic productive systems (agriculture, wildlife, water): “Protection and conservation of water catchment areas and enhanced investment in water capture, storage and transfer (linked to agriculture, energy, ecological, industrial and domestic use purposes) in selected watersheds.” (p. 13)"
Zambia,Updated First Nationally Determined Contribution (NDC),Water,Water sanitation,"Adaptation of strategic infrastructure and health systems: “Mainstream climate change in the National Health Policy, Environmental Health (EH) Policy, and Water and Sanitation Policy.” (p. 13)"
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"""Promoting practices that reduce risk of losses in crops, livestock and agricultural incomes by: Building capacity to conduct comprehensive vulnerability assessments and develop appropriate response models"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"""Promoting practices that reduce risk of losses in crops, livestock and agricultural incomes by: Strengthening the capacity of the national meteorological and hydrological services to provide climate data timely"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"""Cross sectoral adaptation efforts such as: Building the capacities and support communities toward a diversification of livelihoods and shifts from agriculture into other sectors, where needed"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Agroecology,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Developing frameworks for sustainable intensification and commercialization of agriculture at different scales across agro ecologies"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Agroforestry,"""Cross sectoral adaptation efforts such as: Promoting non-timber forest products and sustainable agro-forestry practices to enhance forest-based adaptation"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Strengthening capacities to generate new forms of empirical knowledge, technologies (including conservation agriculture) and agricultural support services that meet climate challenges"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Promoting the use of indigenous and scientific knowledge on drought tolerant crop types and varieties and indigenous livestock that are resilient to changes in temperatures and rainfall"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Developing frameworks for sustainable intensification and commercialization of agriculture at different scales across agro ecologies"" (5)."
